0.532	1.349	1.652
0.558	1.241	1.330
0.505	1.158	1.355
0.509	1.137	1.405
0.471	0.940	0.989
0.533	0.978	1.395
0.404	0.805	0.954
0.355	0.792	0.935
0.357	0.814	0.821
0.226	0.538	0.485
0.186	0.481	0.455
-0.049	0.144	-0.319
-0.230	-0.010	-0.161
0.300	0.631	0.879
0.482	0.797	1.034
0.373	0.703	0.791
0.208	0.458	0.418
0.108	0.355	0.248
0.211	0.463	0.310
0.014	0.221	0.128
0.054	0.281	0.135
0.067	0.299	0.121
0.094	0.378	0.203
0.059	0.243	0.020
0.079	0.275	0.012
0.153	0.369	0.143
0.269	0.448	0.220
0.360	0.516	0.327
0.308	0.427	0.117
0.267	0.460	0.132
0.231	0.327	0.043
0.154	0.130	-0.192
0.183	-0.037	-0.434
0.093	-0.198	-0.440
0.182	-0.078	-0.345
0.261	0.019	-0.294
0.419	0.278	0.099
0.462	0.288	0.132
0.481	0.359	0.252
0.620	0.525	0.342
0.424	0.385	0.311
0.381	0.395	0.340
0.301	0.304	0.201
0.261	0.324	0.244
0.219	0.163	0.046
0.259	0.214	0.183
0.250	0.310	0.316
0.132	0.105	0.017
0.121	0.114	-0.013
0.116	0.078	-0.094
0.202	0.225	0.141
0.179	0.164	0.082
0.116	0.116	0.012
0.253	0.238	0.033
0.032	-0.024	-0.178
0.014	-0.019	-0.153
-0.006	-0.088	-0.265
0.028	-0.020	-0.231
0.011	-0.133	-0.467
0.093	-0.051	-0.378
0.185	0.004	-0.193
0.216	0.021	-0.165
0.262	0.173	0.084
0.166	0.004	-0.259
0.070	-0.060	-0.369
0.037	-0.047	-0.270
0.114	0.037	-0.164
0.284	0.189	0.044
0.113	-0.093	-0.337
0.036	-0.232	-0.582
0.025	-0.264	-0.613
0.093	-0.242	-0.503
0.185	-0.051	-0.243
0.347	0.245	0.002
0.156	-0.002	-0.227
0.200	0.025	-0.171
0.181	0.031	-0.271
0.308	0.099	0.019
0.084	0.108	-0.286
-0.073	-0.115	-0.592
-0.067	-0.086	-0.395
-0.025	-0.103	-0.428
0.086	-0.008	-0.302
-0.026	-0.120	-0.489
-0.038	-0.175	-0.596
-0.039	-0.150	-0.508
0.034	-0.062	-0.450
0.143	0.055	-0.250
0.232	0.056	-0.372
0.089	-0.022	-0.309
0.080	0.016	-0.215
0.048	-0.080	-0.460
-0.022	-0.145	-0.482
-0.041	-0.210	-0.553
-0.047	-0.255	-0.593
-0.068	-0.247	-0.436
-0.119	-0.271	-0.388
-0.192	-0.338	-0.645
-0.173	-0.270	-0.630
-0.077	-0.165	-0.405
-0.054	-0.179	-0.421
-0.020	-0.066	-0.234
-0.052	-0.121	-0.427
-0.017	-0.038	-0.314
-0.020	-0.068	-0.500
-0.023	-0.084	-0.412
-0.075	-0.217	-0.447
-0.218	-0.355	-0.669
-0.198	-0.306	-0.580
-0.148	-0.303	-0.545
-0.093	-0.224	-0.434
0.075	-0.098	-0.316
0.003	-0.092	-0.221
-0.053	-0.088	-0.231
-0.035	-0.131	-0.362
0.079	-0.063	-0.140
0.443	0.073	-0.062
0.326	0.021	-0.002
-0.119	-0.108	-0.306
-0.163	-0.177	-0.438
-0.141	-0.199	-0.526
0.670	0.123	0.236
0.686	0.216	0.511
0.488	0.183	0.369
0.454	0.156	0.208
0.464	0.241	0.322
0.408	0.134	0.285
0.358	0.117	0.304
0.326	0.054	0.140
-0.097	-0.076	-0.303
-0.123	-0.057	-0.269
-0.099	-0.150	-0.368
-5.161	-6.524	-8.715
-9.358	-10.570	-10.570
0.262	0.360	4.262
0.323	0.370	4.024
0.194	0.291	3.882
-8.890	-10.570	-10.570
-9.545	-10.570	-10.570
3.252	2.096	5.058
-2.608	-3.901	-1.152
-4.158	-5.604	-3.368
1.977	1.755	5.183
-9.028	-10.570	-10.570
-3.279	-4.186	-1.521
-0.521	-1.343	1.224
-0.829	-1.499	1.066
-7.633	-9.552	-10.570
-8.634	-10.286	-10.570
-7.669	-8.982	-9.917
-6.724	-7.773	-8.259
-7.496	-8.603	-9.282
-6.655	-7.336	-7.288
-7.870	-8.894	-10.457
-7.889	-8.714	-10.370
2.372	4.397	7.589
2.198	4.289	7.412
2.013	4.070	7.042
1.933	4.018	6.983
1.832	3.767	6.756
5.174	5.734	8.007
2.209	3.869	6.829
1.534	3.443	6.171
1.410	3.363	5.950
-6.147	-6.828	-7.937
-8.475	-9.428	-10.570
-4.052	-4.171	-4.234
5.331	6.076	7.998
3.120	4.666	7.356
1.999	2.618	4.273
-8.470	-9.151	-10.570
-8.355	-8.855	-10.570
5.763	6.724	8.811
2.209	4.524	7.182
2.285	4.453	7.150
2.037	4.414	6.880
1.779	4.056	6.364
5.347	6.139	7.875
4.997	5.804	7.379
4.631	5.559	7.200
3.530	4.645	6.602
1.565	3.317	5.598
0.849	2.788	4.790
3.189	3.771	5.037
2.924	3.485	4.635
2.141	3.187	4.945
3.226	3.836	4.955
-6.807	-7.299	-8.436
-9.314	-10.156	-10.570
1.743	2.222	3.407
3.441	4.049	5.472
4.021	4.564	5.715
2.034	3.436	5.566
3.989	4.552	5.877
1.620	3.062	5.207
-5.986	-6.499	-8.156
1.334	2.944	5.153
1.073	2.765	4.868
1.190	2.645	4.684
0.965	2.538	4.457
-8.985	-10.220	-10.570
-8.769	-9.786	-10.570
-8.803	-9.585	-10.570
-5.918	-6.234	-7.022
-8.237	-8.971	-10.570
-8.100	-8.703	-10.570
-7.928	-8.226	-10.523
-1.552	-1.015	0.462
2.830	3.820	5.461
1.886	2.953	4.516
-5.317	-5.199	-6.450
-7.247	-7.314	-8.646
-6.872	-6.565	-7.547
-7.511	-7.169	-8.842
-7.167	-6.665	-7.946
-7.254	-6.653	-8.352
-7.165	-6.411	-7.877
-7.033	-6.129	-7.418
-6.879	-5.994	-6.982
-6.377	-5.375	-5.436
-5.822	-4.704	-4.187
-5.773	-4.607	-3.938
-5.725	-4.530	-3.691
-5.798	-4.629	-3.825
4.861	7.723	10.564
4.369	7.171	10.564
3.861	6.702	10.564
3.529	6.347	10.442
2.684	5.649	9.600
2.490	5.420	9.360
-7.771	-7.335	-8.060
2.495	5.454	9.350
2.364	5.247	8.859
2.032	4.891	8.534
2.178	4.803	8.517
-7.751	-7.763	-9.049
1.909	4.540	8.227
1.648	2.881	5.699
2.323	4.560	8.176
1.768	4.137	7.636
1.317	3.771	6.967
1.203	3.669	6.775
