-1.179	0.273	-0.400
-1.170	0.317	-0.370
-1.069	0.459	-0.138
-1.121	0.372	-0.352
-1.075	0.457	-0.051
-1.120	0.384	-0.059
-1.077	0.518	0.003
-1.114	0.365	-0.281
-1.070	0.489	-0.170
-1.076	0.476	-0.356
-1.098	0.435	-0.397
-1.012	0.506	-0.386
-1.254	0.173	-0.320
-1.405	0.036	-0.366
-1.207	0.224	-0.388
-0.968	0.537	-0.135
-1.123	0.341	-0.313
-1.113	0.376	-0.100
-1.076	0.365	-0.057
-1.074	0.404	-0.068
-1.154	0.311	-0.273
-1.103	0.388	-0.222
-1.109	0.323	-0.207
-0.969	0.541	0.190
-1.000	0.461	0.064
-0.911	0.634	0.275
-0.959	0.545	0.147
-0.925	0.585	0.098
-1.020	0.431	-0.105
-0.989	0.461	-0.041
-1.051	0.437	-0.184
-1.089	0.412	-0.323
-1.099	0.393	-0.374
-1.066	0.438	-0.341
-1.031	0.412	-0.294
-0.992	0.447	-0.335
-0.872	0.546	-0.422
-1.009	0.416	-0.451
-1.038	0.382	-0.378
-1.012	0.414	-0.264
-1.033	0.358	-0.287
-1.036	0.387	-0.336
-1.055	0.361	-0.295
-0.999	0.412	-0.275
-1.036	0.369	-0.263
-0.984	0.482	-0.197
-0.966	0.420	-0.258
-0.908	0.509	-0.059
-0.916	0.479	-0.116
-0.946	0.437	-0.216
-0.893	0.509	-0.251
-1.019	0.393	-0.267
-0.891	0.488	-0.295
-0.993	0.395	-0.133
-1.010	0.359	-0.082
-0.988	0.380	-0.081
-0.988	0.426	-0.104
-0.999	0.388	-0.166
-0.992	0.412	-0.123
-0.988	0.363	-0.123
-0.934	0.445	0.051
-0.930	0.383	-0.076
-0.914	0.447	-0.022
-1.010	0.299	-0.244
-0.909	0.398	-0.081
-0.945	0.302	-0.150
-0.940	0.310	-0.196
-0.899	0.360	-0.156
-0.935	0.293	-0.235
-0.944	0.271	-0.114
-0.940	0.232	-0.056
-0.922	0.266	-0.081
-0.938	0.224	-0.195
-0.945	0.220	-0.248
-0.913	0.237	-0.146
-0.914	0.217	-0.077
-0.920	0.217	-0.065
-0.927	0.217	-0.157
-0.978	0.179	-0.239
-1.000	0.165	-0.258
-0.986	0.165	-0.168
-0.967	0.208	-0.090
-0.944	0.052	-0.466
-0.967	0.213	-0.157
-0.955	0.235	-0.193
-0.992	0.217	-0.184
-0.891	0.345	-0.025
-0.873	0.316	-0.022
-0.895	0.317	-0.124
-0.921	0.313	-0.176
-0.826	0.285	-0.402
-0.923	0.267	-0.084
-0.946	0.102	-0.274
-0.915	0.226	-0.096
-0.965	0.191	-0.199
-0.962	0.201	-0.247
-0.938	0.076	-0.464
-0.872	0.270	-0.073
-0.782	0.176	-0.363
-0.927	0.212	-0.194
-0.912	0.265	-0.231
-0.966	0.192	-0.185
-0.967	0.169	-0.126
-0.945	0.210	-0.077
-0.990	0.167	-0.220
-1.043	0.126	-0.276
-1.068	0.077	-0.333
-1.002	0.136	-0.164
-1.000	0.108	-0.188
-1.004	0.129	-0.224
-1.029	0.123	-0.262
-1.023	0.130	-0.270
-1.067	0.095	-0.232
-1.011	0.183	-0.057
-1.025	0.114	-0.119
-1.001	0.206	-0.143
-1.066	0.111	-0.246
-1.012	0.165	-0.143
-0.982	0.135	-0.125
-0.997	0.127	-0.074
-1.012	0.091	-0.166
-1.013	0.102	-0.167
-1.006	0.084	-0.111
-0.996	0.003	-0.184
-0.982	0.093	-0.066
