-5.686	-2.726	-0.354
-5.632	-2.705	-0.363
-5.661	-2.645	-0.318
-5.599	-2.623	-0.333
-5.552	-2.647	-0.442
-5.474	-2.699	-0.392
-5.403	-2.620	-0.349
-5.356	-2.548	-0.422
-5.287	-2.598	-0.407
-5.170	-2.629	-0.420
-5.145	-2.609	-0.414
-5.077	-2.676	-0.356
-5.085	-2.627	-0.468
-5.082	-2.670	-0.457
-5.102	-2.680	-0.402
-5.099	-2.680	-0.382
-5.031	-2.777	-0.425
-4.991	-2.707	-0.469
-5.011	-2.717	-0.404
-5.009	-2.765	-0.472
-5.037	-2.731	-0.565
-5.003	-2.758	-0.493
-4.982	-2.634	-0.482
-4.979	-2.726	-0.409
-4.936	-2.685	-0.382
-5.021	-2.681	-0.404
-5.156	-2.667	-0.432
-5.173	-2.753	-0.468
-5.180	-2.690	-0.554
-5.280	-2.692	-0.521
-5.286	-2.674	-0.476
-5.182	-2.665	-0.481
-5.240	-2.620	-0.541
-5.230	-2.687	-0.544
-5.210	-2.674	-0.658
-5.130	-2.644	-0.648
-5.102	-2.664	-0.681
-5.206	-2.613	-0.688
-5.246	-2.725	-0.668
-5.181	-2.669	-0.639
-5.211	-2.696	-0.557
-5.192	-2.690	-0.661
-5.143	-2.628	-0.667
-5.157	-2.596	-0.694
-5.147	-2.622	-0.626
-5.126	-2.666	-0.642
-5.131	-2.602	-0.693
-5.123	-2.585	-0.687
-5.154	-2.572	-0.688
-5.131	-2.509	-0.659
-5.189	-2.560	-0.588
-5.252	-2.564	-0.610
-5.321	-2.583	-0.537
-5.340	-2.626	-0.563
-5.362	-2.598	-0.551
-5.395	-2.578	-0.619
-5.470	-2.664	-0.665
-5.499	-2.670	-0.680
-5.477	-2.561	-0.721
-5.437	-2.643	-0.837
-5.421	-2.640	-0.756
-5.356	-2.585	-0.794
-5.329	-2.646	-0.798
-5.370	-2.538	-0.756
-5.324	-2.608	-0.897
-5.324	-2.589	-0.936
-5.336	-2.632	-0.983
-5.330	-2.602	-1.001
-5.412	-2.616	-1.032
-5.338	-2.737	-1.150
-5.450	-2.771	-1.187
-5.457	-2.766	-1.199
-5.483	-2.892	-1.141
-5.457	-2.912	-1.217
-5.428	-2.931	-1.351
-5.476	-2.896	-1.291
-5.412	-2.947	-1.337
-5.536	-3.003	-1.329
-5.527	-3.029	-1.359
-5.444	-2.996	-1.252
-5.441	-3.164	-1.386
-5.393	-3.096	-1.397
-5.348	-3.112	-1.419
-5.386	-3.063	-1.348
-5.354	-3.132	-1.339
