-0.129	0.186	-0.054
0.092	0.534	0.180
0.154	0.631	0.261
0.104	0.486	0.177
0.107	0.476	0.167
0.003	0.364	0.052
-0.020	0.358	0.043
-0.040	0.384	0.093
-0.022	0.495	0.227
-0.095	0.423	0.122
-0.122	0.448	0.159
-0.146	0.411	0.145
-0.078	0.474	0.202
-0.152	0.394	0.158
-0.207	0.337	0.083
-0.230	0.320	0.046
-0.241	0.307	0.072
-0.193	0.401	0.164
-0.288	0.273	0.039
-0.296	0.317	0.071
-0.298	0.252	0.026
-0.250	0.364	0.150
-0.300	0.267	0.037
-0.269	0.327	0.099
-0.235	0.317	0.106
-0.201	0.341	0.161
-0.221	0.311	0.079
-0.273	0.266	0.013
-0.272	0.274	0.038
-0.213	0.341	0.109
-0.302	0.265	0.122
-0.343	0.220	0.077
-0.331	0.239	0.082
-0.325	0.232	0.096
-0.336	0.217	0.141
-0.334	0.185	0.165
-0.273	0.312	0.286
-0.371	0.166	0.142
-0.370	0.174	0.127
-0.451	0.060	0.047
-0.374	0.181	0.215
-0.432	0.079	0.125
-0.434	0.072	0.083
-0.425	0.102	0.067
-0.426	0.099	0.078
-0.387	0.093	0.142
-0.382	0.086	0.163
-0.372	-0.092	-0.194
-0.406	0.041	0.060
-0.453	-0.020	-0.050
-0.457	-0.045	-0.030
-0.447	-0.038	0.020
-0.425	-0.002	0.094
-0.446	-0.029	0.050
-0.449	-0.029	0.009
-0.457	-0.075	-0.056
-0.412	-0.050	0.001
-0.367	-0.022	0.081
-0.348	0.008	0.084
-0.385	-0.016	0.058
-0.395	-0.067	-0.048
-0.413	-0.083	-0.083
-0.311	0.060	0.113
-0.367	-0.055	0.023
-0.334	0.034	0.089
-0.382	-0.090	-0.070
-0.419	-0.108	-0.114
-0.378	-0.088	-0.040
-0.292	0.034	0.086
-0.329	-0.026	0.018
-0.361	-0.065	-0.014
-0.412	-0.100	-0.070
-0.421	-0.120	-0.051
-0.333	0.032	0.115
-0.433	-0.118	-0.029
-0.453	-0.121	-0.035
-0.474	-0.159	-0.100
-0.336	-0.033	-0.069
-0.423	-0.096	0.020
-0.440	-0.122	-0.001
-0.449	-0.115	-0.016
-0.457	-0.136	0.003
-0.404	-0.018	0.133
-0.489	-0.137	0.009
-0.453	-0.043	0.050
-0.531	-0.167	-0.056
-0.522	-0.143	-0.002
-0.510	-0.146	0.003
-0.476	-0.093	0.073
-0.514	-0.156	-0.043
-0.513	-0.126	-0.001
-0.520	-0.156	-0.037
-0.485	-0.122	0.026
-0.506	-0.132	-0.014
-0.537	-0.151	-0.054
-0.599	-0.231	-0.167
-0.601	-0.243	-0.153
-0.578	-0.238	-0.088
-0.563	-0.193	-0.025
-0.597	-0.236	-0.099
-0.562	-0.152	-0.033
-0.591	-0.226	-0.073
-0.584	-0.198	0.011
-0.603	-0.230	-0.048
-0.601	-0.208	-0.076
-0.635	-0.248	-0.140
-0.597	-0.381	-0.427
-0.674	-0.297	-0.099
-0.599	-0.334	-0.375
-0.707	-0.332	-0.186
-0.691	-0.327	-0.200
-0.648	-0.290	-0.149
-0.634	-0.289	-0.127
-0.628	-0.276	-0.133
-0.656	-0.306	-0.188
-0.661	-0.293	-0.180
-0.649	-0.288	-0.128
-0.614	-0.232	-0.038
-0.694	-0.310	-0.131
-0.663	-0.266	-0.122
-0.656	-0.279	-0.113
-0.617	-0.227	-0.037
-0.617	-0.261	-0.058
-0.616	-0.230	-0.062
-0.606	-0.233	-0.098
-0.508	-0.252	-0.307
-0.579	-0.185	-0.018
-0.584	-0.356	-0.273
-0.634	-0.254	-0.086
-0.665	-0.403	-0.335
-0.661	-0.283	-0.084
-0.627	-0.240	-0.039
-0.598	-0.199	-0.003
-0.643	-0.249	-0.093
-0.649	-0.256	-0.109
