-4.478	-3.844	-0.474
-4.439	-3.863	-0.488
-4.479	-3.785	-0.472
-4.439	-3.749	-0.421
-4.454	-3.717	-0.443
-4.483	-3.621	-0.422
-4.501	-3.621	-0.367
-4.546	-3.551	-0.427
-4.523	-3.558	-0.352
-4.551	-3.479	-0.407
-4.548	-3.470	-0.356
-4.584	-3.441	-0.446
-4.553	-3.462	-0.418
-4.576	-3.461	-0.421
-4.546	-3.387	-0.385
-4.596	-3.359	-0.382
-4.557	-3.310	-0.473
-4.524	-3.280	-0.478
-4.548	-3.216	-0.453
-4.629	-3.103	-0.486
-4.579	-3.224	-0.505
-4.641	-3.167	-0.481
-4.626	-3.134	-0.496
-4.665	-3.122	-0.516
-4.606	-3.156	-0.509
-4.605	-3.109	-0.504
-4.629	-3.107	-0.486
-4.564	-3.198	-0.484
-4.514	-3.152	-0.466
-4.451	-3.160	-0.437
-4.526	-3.133	-0.403
-4.508	-3.104	-0.420
-4.547	-3.123	-0.396
-4.434	-3.025	-0.428
-4.415	-3.062	-0.488
-4.361	-3.073	-0.476
-4.375	-3.063	-0.473
-4.433	-3.001	-0.470
-4.432	-3.064	-0.538
-4.446	-3.031	-0.539
-4.442	-3.105	-0.550
-4.418	-3.061	-0.486
-4.339	-3.070	-0.586
-4.342	-2.983	-0.569
-4.391	-2.972	-0.631
-4.409	-2.955	-0.623
-4.325	-2.943	-0.592
-4.306	-2.956	-0.625
-4.251	-2.937	-0.559
-4.247	-2.926	-0.546
-4.265	-2.953	-0.581
-4.236	-2.973	-0.620
-4.341	-2.984	-0.653
-4.347	-2.927	-0.554
-4.327	-2.918	-0.603
-4.473	-2.923	-0.509
-4.477	-2.845	-0.534
-4.485	-2.896	-0.605
-4.527	-2.919	-0.587
-4.555	-2.896	-0.587
-4.587	-2.828	-0.556
-4.589	-2.838	-0.500
-4.666	-2.860	-0.548
-4.641	-2.869	-0.593
-4.727	-2.887	-0.608
-4.785	-2.862	-0.648
-4.761	-2.868	-0.687
-4.827	-2.869	-0.695
-4.781	-2.901	-0.641
-4.853	-2.874	-0.659
-4.888	-2.928	-0.687
-4.865	-2.957	-0.618
